"51 ขนแกะ ขนละเอียดหรือขนหยาบของสัตว์ ด้ายขนม้าและผ้าทอ","267,631,453","2,364,494,267","2,181,699,380","3,534,860,475","3,732,774,182","3,286,138,913"
"52 ฝ้าย","2,268,597,757","18,124,456,037","14,801,708,507","22,536,375,899","27,934,537,440","26,447,171,984"
"53 เส้นใยสิ่งทอจากพืชอื่นๆ ด้ายกระดาษ และผ้าทอจากด้ายกระดาษ","38,233,494","489,800,152","385,838,194","647,826,281","571,679,781","478,499,519"
"54 ใยยาวประดิษฐ์ แถบและวัตถุทอประดิษฐ์ที่คล้ายกัน","2,919,037,567","28,120,564,708","20,943,070,439","26,620,406,433","27,646,803,547","25,956,626,763"
"55 เส้นใยสั้นประดิษฐ์","1,061,673,244","10,417,893,623","8,729,038,032","11,248,129,337","11,939,792,652","11,410,553,533"
"56 แวดดิ้ง สักหลาดและผ้าไม่ทอ","1,026,306,285","11,080,494,187","9,027,618,682","8,878,430,504","8,917,921,517","8,625,177,244"
"57 พรมและสิ่งทอปูพื้นอื่นๆ","197,861,502","1,675,556,232","1,513,503,420","2,079,351,665","1,909,930,868","1,781,202,483"
"58 ผ้าทอชนิดพิเศษ ผ้าปัก","566,585,468","5,383,625,271","5,203,855,438","5,718,766,084","5,856,093,593","5,785,534,679"
"59 ผ้าสิ่งทอที่อาบซึม เคลือบ หุ้มหรืออัดเป็นชั้น","2,174,418,640","20,229,505,689","14,587,941,669","17,355,979,745","18,026,773,879","17,492,993,684"
"60 ผ้าถักแบบนิตหรือแบบโครเชต์","1,585,226,127","14,399,921,638","11,843,234,809","14,109,965,151","14,194,434,171","13,999,073,477"
"61 เครื่องแต่งกายและส่วนประกอบ ถักแบบนิตหรือแบบโครเชต์","1,515,125,754","14,098,270,081","15,040,527,230","18,832,986,193","18,810,953,279","15,278,726,648"
"62 เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์","1,897,464,468","19,812,433,193","19,830,197,929","24,005,197,038","23,698,671,417","19,825,768,162"
"63 ของทำด้วยสิ่งทอที่จัดทำแล้วอื่นๆ","1,389,371,722","15,415,071,313","11,836,481,106","11,503,140,381","11,154,707,996","10,094,711,893"
"64 รองเท้า","1,675,196,952","15,864,496,261","16,427,675,090","20,699,566,974","17,605,098,036","13,475,377,211"
"65 เครื่องสวมศรีษะและส่วนประกอบ","193,814,063","1,481,883,306","1,296,748,543","1,567,614,201","1,545,688,820","1,320,925,330"
"66 ร่ม ไม้เท้า แส้(วิป)","40,017,900","486,537,005","447,014,582","698,750,512","833,087,191","817,203,518"
"67 ขนแข็งและขนอ่อนของสัตว์ปีกที่จัดเตรียมแล้ว ดอกไม้เทียม","60,586,176","549,171,906","516,754,277","712,133,876","673,686,572","676,278,301"
"68 ของทำด้วยหิน ปลาสเตอร์ ซีเมนต์ แอสแบสทอส ไมกา หรือวัตถุที่คล้ายกัน","1,048,459,707","11,682,747,613","10,082,378,868","11,081,524,225","11,543,813,617","10,158,403,112"
"69 ผลิตภัณฑ์เซรามิก","2,452,210,902","24,944,482,119","19,977,061,374","21,114,617,430","23,276,269,787","24,180,863,442"
"70 แก้วและเครื่องแก้ว","3,300,103,966","36,078,490,751","29,857,759,093","28,095,226,146","29,308,358,819","32,532,021,728"
"71 อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า","35,107,765,116","398,519,887,778","252,615,974,083","381,075,105,987","514,608,186,872","515,538,977,583"
"72 เหล็กและเหล็กกล้า","42,405,505,696","489,581,635,184","292,248,115,510","373,266,958,189","405,554,531,410","359,021,887,188"
"73 ของทำด้วยเหล็กหรือเหล็กกล้า","23,110,311,695","227,719,619,290","186,431,177,374","214,842,044,254","242,265,873,253","241,428,473,919"
"74 ทองแดงและชองทำด้วยทองแดง","21,070,241,919","202,670,184,247","121,592,003,187","132,138,157,308","143,197,095,818","135,447,640,470"
"75 นิกเกิลและของทำด้วยนิกเกิล","447,207,587","3,198,170,312","2,211,952,799","2,849,925,480","3,187,796,337","3,172,865,009"
"76 อะลูมิเนียมและของทำด้วยอะลูมิเนียม","19,282,591,294","163,873,884,116","102,040,405,852","110,577,904,028","124,804,463,128","116,142,628,702"
"78 ตะกั่วและของทำด้วยตะกั่ว","613,974,987","6,535,140,635","5,939,459,680","7,621,539,224","9,355,155,862","9,557,906,826"
"79 สังกะสีและของทำด้วยสังกะสี","1,820,612,306","17,359,115,866","11,049,308,780","14,431,580,335","17,378,931,803","13,294,230,173"
"80 ดีบุกและของทำด้วยดีบุก","277,717,207","1,985,657,869","2,660,784,006","3,445,757,199","4,265,334,524","4,253,034,329"
"81 โลหะสามัญชนิดอื่น เซอร์เมต และของทำด้วยของดังกล่าว","364,918,821","3,991,287,803","2,295,045,280","3,029,672,761","3,826,644,570","3,930,460,972"
"82 เครื่องมือ เครื่องใช้ ของใช้ชนิดมีคม ช้อนและส้อม ทำด้วยโลหะสามัญ","3,198,208,589","36,480,582,175","29,750,745,587","37,357,253,067","38,324,598,824","58,039,101,373"
"83 ของเบ็ดเตล็ดทำด้วยโลหะสามัญ","2,588,944,818","25,411,773,770","19,702,664,243","22,450,233,735","23,663,152,572","21,970,369,675"
"84 เครื่องจักร เครื่องใช้กล และส่วนประกอบ","93,508,664,175","957,876,401,423","812,452,912,356","922,833,611,183","953,534,579,551","925,292,303,245"
"85 เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ","181,530,938,003","1,694,385,777,624","1,357,674,602,589","1,347,058,126,963","1,475,407,356,286","1,433,426,576,444"
"86 หัวรถจักรของรถไฟหรือรถราง รถที่เดินบนรางและส่วนประกอบ","3,400,831,320","8,321,193,568","14,749,579,569","15,570,528,917","5,783,566,618","8,093,419,966"
"87 ยานยนต์และส่วนประกอบ","28,776,963,077","326,596,460,295","298,079,429,356","332,839,297,007","331,195,019,739","310,354,623,427"
"88 อากาศยาน ยานอวกาศ และส่วนประกอบของยานดังกล่าว","963,177,428","38,352,560,097","34,667,627,278","65,740,608,363","95,015,427,885","132,099,383,236"
"89 เรือและสิ่งก่อสร้างลอยน้ำ","2,499,535,186","45,459,182,668","20,400,279,744","26,619,514,714","28,063,141,506","57,103,781,015"
"90 เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ","16,814,856,361","201,894,699,348","170,401,898,878","199,251,928,816","194,388,710,236","189,809,767,081"
"91 นาฬิกาชนิดคล็อกและชนิดวอตซ์ และส่วนประกอบ","2,208,845,479","22,778,956,698","18,150,134,255","23,743,018,639","25,100,848,463","22,327,628,248"
"92 เครื่องดนตรี รวมทั้งส่วนและอุปกรณ์ประกอบ","105,969,757","1,474,545,748","1,474,411,560","1,489,257,423","1,552,303,989","1,426,952,925"
"93 อาวุธและกระสุน รวมทั้งส่วนประกอบและอุปกรณ์ประกอบของของดังกล่าว","292,750,688","5,300,666,594","13,875,200,060","77,826,336,433","13,055,024,656","9,448,432,734"
"94 เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ","5,247,118,032","47,577,532,491","36,753,478,728","41,709,270,543","40,554,080,444","35,175,974,018"
"95 ของเล่น ของเล่นเกม และของใช้ที่จำเป็นในการเล่นกีฬา","1,023,442,678","13,298,630,803","11,280,223,033","12,449,727,046","13,287,349,227","11,559,716,139"
"96 ผลิตภัณฑ์เบ็ดเตล็ด","1,455,289,173","13,949,952,652","12,596,719,972","14,644,104,605","15,110,566,802","14,283,758,497"
"97 ศิลปกรรม ของที่นักสะสมรวบรวม และโบราณวัตถุ","8,554,808","250,718,484","256,995,807","1,668,398,514","326,410,100","2,143,631,418"
