"62 เครื่องแต่งกายและส่วนประกอบ ไม่ได้ถักแบบนิตหรือแบบโครเชต์","1,897,464,468"
"63 ของทำด้วยสิ่งทอที่จัดทำแล้วอื่นๆ","1,389,371,722"
"64 รองเท้า","1,675,196,952"
"65 เครื่องสวมศรีษะและส่วนประกอบ","193,814,063"
"66 ร่ม ไม้เท้า แส้(วิป)","40,017,900"
"67 ขนแข็งและขนอ่อนของสัตว์ปีกที่จัดเตรียมแล้ว ดอกไม้เทียม","60,586,176"
"68 ของทำด้วยหิน ปลาสเตอร์ ซีเมนต์ แอสแบสทอส ไมกา หรือวัตถุที่คล้ายกัน","1,048,459,707"
"69 ผลิตภัณฑ์เซรามิก","2,452,210,902"
"70 แก้วและเครื่องแก้ว","3,300,103,966"
"71 อัญมณี ไข่มุก เครื่องประดับ และโลหะมีค่า","35,107,765,116"
"72 เหล็กและเหล็กกล้า","42,405,505,696"
"73 ของทำด้วยเหล็กหรือเหล็กกล้า","23,110,311,695"
"74 ทองแดงและชองทำด้วยทองแดง","21,070,241,919"
"75 นิกเกิลและของทำด้วยนิกเกิล","447,207,587"
"76 อะลูมิเนียมและของทำด้วยอะลูมิเนียม","19,282,591,294"
"78 ตะกั่วและของทำด้วยตะกั่ว","613,974,987"
"79 สังกะสีและของทำด้วยสังกะสี","1,820,612,306"
"80 ดีบุกและของทำด้วยดีบุก","277,717,207"
"81 โลหะสามัญชนิดอื่น เซอร์เมต และของทำด้วยของดังกล่าว","364,918,821"
"82 เครื่องมือ เครื่องใช้ ของใช้ชนิดมีคม ช้อนและส้อม ทำด้วยโลหะสามัญ","3,198,208,589"
"83 ของเบ็ดเตล็ดทำด้วยโลหะสามัญ","2,588,944,818"
"84 เครื่องจักร เครื่องใช้กล และส่วนประกอบ","93,508,664,175"
"85 เครื่องจักรไฟฟ้า เครื่องอุปกรณ์ไฟฟ้า และส่วนประกอบ","181,530,938,003"
"86 หัวรถจักรของรถไฟหรือรถราง รถที่เดินบนรางและส่วนประกอบ","3,400,831,320"
"87 ยานยนต์และส่วนประกอบ","28,776,963,077"
"88 อากาศยาน ยานอวกาศ และส่วนประกอบของยานดังกล่าว","963,177,428"
"89 เรือและสิ่งก่อสร้างลอยน้ำ","2,499,535,186"
"90 เครื่องมือและอุปกรณ์ที่ใช้ในทางทัศนศาสตร์,การแพทย์,การถ่ายรูป,การวัด,การตรวจสอบ","16,814,856,361"
"91 นาฬิกาชนิดคล็อกและชนิดวอตซ์ และส่วนประกอบ","2,208,845,479"
"92 เครื่องดนตรี รวมทั้งส่วนและอุปกรณ์ประกอบ","105,969,757"
"93 อาวุธและกระสุน รวมทั้งส่วนประกอบและอุปกรณ์ประกอบของของดังกล่าว","292,750,688"
"94 เฟอร์นิเจอร์ ฟูก เครื่องประทีป โคมไฟ","5,247,118,032"
"95 ของเล่น ของเล่นเกม และของใช้ที่จำเป็นในการเล่นกีฬา","1,023,442,678"
"96 ผลิตภัณฑ์เบ็ดเตล็ด","1,455,289,173"
"97 ศิลปกรรม ของที่นักสะสมรวบรวม และโบราณวัตถุ","8,554,808"
