"อินโดนีเซีย","14,686,181,070"
"อิรัก","216,131,563"
"อิสราเอล","1,349,036,716"
"อียิปต์","1,722,082,873"
"อุซเบกิสถาน","30,236,158"
"อุรุกวัย","112,852,219"
"เอกวาดอร์","137,718,999"
"เอธิโอเปีย","72,894,962"
"เอลซัลวาดอร์","31,923,991"
"เอสโตเนีย","55,251,065"
"แองกวิลลา","16,454,164"
"แองโกลา","13,037,794"
"แอนติกาและบาร์บูดา","3,855,253"
"แอฟริกาใต้","3,168,960,802"
"แอลจีเรีย","98,194,327"
"แอลเบเนีย","4,678,429"
"โอมาน","190,345,003"
"ไอซ์แลนด์","22,965,351"
"ไอร์แลนด์","5,143,089,184"
"ฮ่องกง","36,616,446,854"
"ฮอนดูรัส","117,891,148"
"ฮังการี","584,753,517"
"เฮติ","12,301,967"
